2022-10-18 19:56:18 INFO  MedicalPlanServiceImp:37 - Se agregó: INSTITUTO DE SEGUROS DE JUJUY
2022-10-18 19:56:18 INFO  MedicalPlanServiceImp:37 - Se agregó: OSDE
2022-10-18 19:56:18 INFO  MedicalPlanServiceImp:37 - Se agregó: SWISS MEDICAL
2022-10-18 19:56:18 INFO  MedicalPlanServiceImp:37 - Se agregó: OSPRERA
2022-10-18 19:56:18 INFO  MedicalPlanServiceImp:37 - Se agregó: OSPM
2022-10-18 19:56:18 INFO  MedicalPlanServiceImp:37 - Se agregó: OSPIT
2022-10-18 19:56:18 INFO  MedicalPlanServiceImp:37 - Se agregó: OSPE
2022-10-18 19:56:18 INFO  MedicalPlanServiceImp:37 - Se agregó: OSPAT
2022-10-18 19:56:18 INFO  MedicalPlanServiceImp:37 - Se agregó: OSPACP
2022-10-18 19:56:18 INFO  MedicalPlanServiceImp:37 - Se agregó: OSMEDICA
2022-10-18 19:56:18 INFO  InsertMedicalPlanDTOTestCase:91 - ...INICIANDO TEST...
2022-10-18 19:56:18 INFO  InsertMedicalPlanDTOTestCase:92 - Cantidad de Obras Sociales agregadas: 10
2022-10-18 19:56:18 INFO  InsertMedicalPlanDTOTestCase:94 - ...FINALIZÓ TEST...
2022-10-18 19:56:18 INFO  InsertMedicalPlanDTOTestCase:63 - Limpiando Variables.
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 1, numberOffice=1, descriptionOffice=Pediatría, visualIdentifier=VERDE]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 1, numberOffice=2, descriptionOffice=Pediatría, visualIdentifier=VERDE]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 1, numberOffice=3, descriptionOffice=Pediatría, visualIdentifier=VERDE]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 1, numberOffice=4, descriptionOffice=Dermatología, visualIdentifier=VERDE]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 1, numberOffice=5, descriptionOffice=Gatroenterología, visualIdentifier=VERDE]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 1, numberOffice=6, descriptionOffice=Gatroenterología, visualIdentifier=VERDE]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 1, numberOffice=7, descriptionOffice=Neumología, visualIdentifier=VERDE]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 1, numberOffice=8, descriptionOffice=Neumología, visualIdentifier=VERDE]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 1, numberOffice=9, descriptionOffice=Otorrinolaringología, visualIdentifier=VERDE]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 1, numberOffice=10, descriptionOffice=Cardiología, visualIdentifier=VERDE]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 1, numberOffice=11, descriptionOffice=Alergia e Inmunología, visualIdentifier=VERDE]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 1, numberOffice=12, descriptionOffice=Alergia e Inmunología, visualIdentifier=VERDE]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 1, numberOffice=13, descriptionOffice=Diabetología, visualIdentifier=VERDE]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 1, numberOffice=14, descriptionOffice=Psiquiatría, visualIdentifier=VERDE]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 1, numberOffice=15, descriptionOffice=Psiquiatría, visualIdentifier=VERDE]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 2, numberOffice=16, descriptionOffice=Ginecología Y Obstetricia, visualIdentifier=AMARILLO]
2022-10-18 19:57:02 INFO  OfficeServiceImp:35 - Se registró correctamente: OfficeDTO [idOffice=null, floor=Piso 2, numberOffice=17, descriptionOffice=Ginecología Y Obstetricia, visualIdentifier=AMARILLO]
